0, 1e+11, 1e+12, -1e+11, -1e+12
1, 9.99999e+10, 9.96892e+11, -9.99999e+10, -9.96892e+11
2, 9.99997e+10, 9.93791e+11, -9.99997e+10, -9.93791e+11
3, 9.99993e+10, 9.90699e+11, -9.99993e+10, -9.90699e+11
4, 9.99987e+10, 9.87615e+11, -9.99987e+10, -9.87615e+11
5, 9.9998e+10, 9.84385e+11, -9.9998e+10, -9.84385e+11
6, 9.99971e+10, 9.81163e+11, -9.99971e+10, -9.81163e+11
7, 9.9996e+10, 9.77951e+11, -9.9996e+10, -9.77951e+11
8, 9.99947e+10, 9.74747e+11, -9.99947e+10, -9.74747e+11
9, 9.99932e+10, 9.71551e+11, -9.99932e+10, -9.71551e+11
10, 9.99916e+10, 9.68364e+11, -9.99916e+10, -9.68364e+11
11, 9.99898e+10, 9.65186e+11, -9.99898e+10, -9.65186e+11
12, 9.99878e+10, 9.62017e+11, -9.99878e+10, -9.62017e+11
13, 9.99857e+10, 9.58855e+11, -9.99857e+10, -9.58855e+11
14, 9.99833e+10, 9.55703e+11, -9.99833e+10, -9.55703e+11
15, 9.99808e+10, 9.52559e+11, -9.99808e+10, -9.52559e+11
16, 9.99781e+10, 9.49423e+11, -9.99781e+10, -9.49423e+11
17, 9.99753e+10, 9.46296e+11, -9.99753e+10, -9.46296e+11
18, 9.99722e+10, 9.43178e+11, -9.99722e+10, -9.43178e+11
19, 9.9969e+10, 9.40067e+11, -9.9969e+10, -9.40067e+11
20, 9.99655e+10, 9.36818e+11, -9.99655e+10, -9.36818e+11
21, 9.99617e+10, 9.33578e+11, -9.99617e+10, -9.33578e+11
22, 9.99578e+10, 9.30347e+11, -9.99578e+10, -9.30347e+11
23, 9.99537e+10, 9.27125e+11, -9.99537e+10, -9.27125e+11
24, 9.99493e+10, 9.23912e+11, -9.99493e+10, -9.23912e+11
25, 9.99448e+10, 9.20709e+11, -9.99448e+10, -9.20709e+11
26, 9.99401e+10, 9.17514e+11, -9.99401e+10, -9.17514e+11
27, 9.99352e+10, 9.14329e+11, -9.99352e+10, -9.14329e+11
28, 9.99301e+10, 9.11152e+11, -9.99301e+10, -9.11152e+11
29, 9.99248e+10, 9.07985e+11, -9.99248e+10, -9.07985e+11
30, 9.99193e+10, 9.04826e+11, -9.99193e+10, -9.04826e+11
31, 9.99137e+10, 9.01676e+11, -9.99137e+10, -9.01676e+11
32, 9.99078e+10, 8.98536e+11, -9.99078e+10, -8.98536e+11
33, 9.99015e+10, 8.95262e+11, -9.99015e+10, -8.95262e+11
34, 9.98949e+10, 8.91997e+11, -9.98949e+10, -8.91997e+11
35, 9.98881e+10, 8.88743e+11, -9.98881e+10, -8.88743e+11
36, 9.98812e+10, 8.85498e+11, -9.98812e+10, -8.85498e+11
37, 9.9874e+10, 8.82262e+11, -9.9874e+10, -8.82262e+11
38, 9.98666e+10, 8.79037e+11, -9.98666e+10, -8.79037e+11
39, 9.9859e+10, 8.7582e+11, -9.9859e+10, -8.7582e+11
40, 9.98511e+10, 8.72614e+11, -9.98511e+10, -8.72614e+11
41, 9.98431e+10, 8.69416e+11, -9.98431e+10, -8.69416e+11
42, 9.98349e+10, 8.66229e+11, -9.98349e+10, -8.66229e+11
43, 9.98264e+10, 8.6305e+11, -9.98264e+10, -8.6305e+11
44, 9.98177e+10, 8.59882e+11, -9.98177e+10, -8.59882e+11
45, 9.98089e+10, 8.56722e+11, -9.98089e+10, -8.56722e+11
46, 9.97994e+10, 8.53435e+11, -9.97994e+10, -8.53435e+11
47, 9.97896e+10, 8.50158e+11, -9.97896e+10, -8.50158e+11
48, 9.97797e+10, 8.46892e+11, -9.97797e+10, -8.46892e+11
49, 9.97695e+10, 8.43635e+11, -9.97695e+10, -8.43635e+11
50, 9.97591e+10, 8.40389e+11, -9.97591e+10, -8.40389e+11
51, 9.97484e+10, 8.37153e+11, -9.97484e+10, -8.37153e+11
52, 9.97375e+10, 8.33926e+11, -9.97375e+10, -8.33926e+11
53, 9.97264e+10, 8.3071e+11, -9.97264e+10, -8.3071e+11
54, 9.97151e+10, 8.27504e+11, -9.97151e+10, -8.27504e+11
55, 9.97035e+10, 8.24307e+11, -9.97035e+10, -8.24307e+11
56, 9.96917e+10, 8.2112e+11, -9.96917e+10, -8.2112e+11
57, 9.96791e+10, 8.17812e+11, -9.96791e+10, -8.17812e+11
58, 9.96663e+10, 8.14513e+11, -9.96663e+10, -8.14513e+11
59, 9.96533e+10, 8.11226e+11, -9.96533e+10, -8.11226e+11
60, 9.964e+10, 8.07949e+11, -9.964e+10, -8.07949e+11
61, 9.96264e+10, 8.04683e+11, -9.96264e+10, -8.04683e+11
62, 9.96126e+10, 8.01427e+11, -9.96126e+10, -8.01427e+11
63, 9.95986e+10, 7.98181e+11, -9.95986e+10, -7.98181e+11
64, 9.95842e+10, 7.94947e+11, -9.95842e+10, -7.94947e+11
65, 9.95697e+10, 7.91722e+11, -9.95697e+10, -7.91722e+11
66, 9.95549e+10, 7.88508e+11, -9.95549e+10, -7.88508e+11
67, 9.95392e+10, 7.85177e+11, -9.95392e+10, -7.85177e+11
68, 9.95232e+10, 7.81856e+11, -9.95232e+10, -7.81856e+11
69, 9.9507e+10, 7.78547e+11, -9.9507e+10, -7.78547e+11
70, 9.94905e+10, 7.75249e+11, -9.94905e+10, -7.75249e+11
71, 9.94737e+10, 7.71962e+11, -9.94737e+10, -7.71962e+11
72, 9.94566e+10, 7.68686e+11, -9.94566e+10, -7.68686e+11
73, 9.94393e+10, 7.65421e+11, -9.94393e+10, -7.65421e+11
74, 9.94217e+10, 7.62167e+11, -9.94217e+10, -7.62167e+11
75, 9.94038e+10, 7.58924e+11, -9.94038e+10, -7.58924e+11
76, 9.9385e+10, 7.55568e+11, -9.9385e+10, -7.55568e+11
77, 9.93658e+10, 7.52224e+11, -9.93658e+10, -7.52224e+11
78, 9.93464e+10, 7.48891e+11, -9.93464e+10, -7.48891e+11
79, 9.93266e+10, 7.4557e+11, -9.93266e+10, -7.4557e+11
80, 9.93066e+10, 7.4226e+11, -9.93066e+10, -7.4226e+11
81, 9.92862e+10, 7.38962e+11, -9.92862e+10, -7.38962e+11
82, 9.92656e+10, 7.35676e+11, -9.92656e+10, -7.35676e+11
83, 9.92446e+10, 7.32401e+11, -9.92446e+10, -7.32401e+11
84, 9.92234e+10, 7.29138e+11, -9.92234e+10, -7.29138e+11
85, 9.9201e+10, 7.25765e+11, -9.9201e+10, -7.25765e+11
86, 9.91784e+10, 7.22405e+11, -9.91784e+10, -7.22405e+11
87, 9.91554e+10, 7.19057e+11, -9.91554e+10, -7.19057e+11
88, 9.91321e+10, 7.15722e+11, -9.91321e+10, -7.15722e+11
89, 9.91084e+10, 7.12398e+11, -9.91084e+10, -7.12398e+11
90, 9.90845e+10, 7.09087e+11, -9.90845e+10, -7.09087e+11
91, 9.90602e+10, 7.05787e+11, -9.90602e+10, -7.05787e+11
92, 9.90356e+10, 7.02499e+11, -9.90356e+10, -7.02499e+11
93, 9.90098e+10, 6.99107e+11, -9.90098e+10, -6.99107e+11
94, 9.89836e+10, 6.95727e+11, -9.89836e+10, -6.95727e+11
95, 9.89571e+10, 6.92361e+11, -9.89571e+10, -6.92361e+11
96, 9.89302e+10, 6.89006e+11, -9.89302e+10, -6.89006e+11
97, 9.8903e+10, 6.85665e+11, -9.8903e+10, -6.85665e+11
98, 9.88754e+10, 6.82336e+11, -9.88754e+10, -6.82336e+11
99, 9.88475e+10, 6.79019e+11, -9.88475e+10, -6.79019e+11
100, 9.88182e+10, 6.75602e+11, -9.88182e+10, -6.75602e+11
101, 9.87886e+10, 6.72197e+11, -9.87886e+10, -6.72197e+11
102, 9.87586e+10, 6.68806e+11, -9.87586e+10, -6.68806e+11
103, 9.87282e+10, 6.65428e+11, -9.87282e+10, -6.65428e+11
104, 9.86975e+10, 6.62064e+11, -9.86975e+10, -6.62064e+11
105, 9.86663e+10, 6.58712e+11, -9.86663e+10, -6.58712e+11
106, 9.86348e+10, 6.55374e+11, -9.86348e+10, -6.55374e+11
107, 9.86019e+10, 6.51937e+11, -9.86019e+10, -6.51937e+11
108, 9.85685e+10, 6.48515e+11, -9.85685e+10, -6.48515e+11
109, 9.85347e+10, 6.45107e+11, -9.85347e+10, -6.45107e+11
110, 9.85006e+10, 6.41712e+11, -9.85006e+10, -6.41712e+11
111, 9.8466e+10, 6.38331e+11, -9.8466e+10, -6.38331e+11
112, 9.8431e+10, 6.34964e+11, -9.8431e+10, -6.34964e+11
113, 9.83956e+10, 6.3161e+11, -9.83956e+10, -6.3161e+11
114, 9.83587e+10, 6.28162e+11, -9.83587e+10, -6.28162e+11
115, 9.83213e+10, 6.24729e+11, -9.83213e+10, -6.24729e+11
116, 9.82835e+10, 6.2131e+11, -9.82835e+10, -6.2131e+11
117, 9.82452e+10, 6.17905e+11, -9.82452e+10, -6.17905e+11
118, 9.82065e+10, 6.14515e+11, -9.82065e+10, -6.14515e+11
119, 9.81661e+10, 6.11033e+11, -9.81661e+10, -6.11033e+11
120, 9.81253e+10, 6.07567e+11, -9.81253e+10, -6.07567e+11
121, 9.8084e+10, 6.04115e+11, -9.8084e+10, -6.04115e+11
122, 9.80422e+10, 6.00678e+11, -9.80422e+10, -6.00678e+11
123, 9.8e+10, 5.97256e+11, -9.8e+10, -5.97256e+11
124, 9.79573e+10, 5.93849e+11, -9.79573e+10, -5.93849e+11
125, 9.79128e+10, 5.90353e+11, -9.79128e+10, -5.90353e+11
126, 9.78678e+10, 5.86874e+11, -9.78678e+10, -5.86874e+11
127, 9.78224e+10, 5.8341e+11, -9.78224e+10, -5.8341e+11
128, 9.77764e+10, 5.79961e+11, -9.77764e+10, -5.79961e+11
129, 9.77299e+10, 5.76527e+11, -9.77299e+10, -5.76527e+11
130, 9.76815e+10, 5.73009e+11, -9.76815e+10, -5.73009e+11
131, 9.76326e+10, 5.69506e+11, -9.76326e+10, -5.69506e+11
132, 9.75832e+10, 5.6602e+11, -9.75832e+10, -5.6602e+11
133, 9.75332e+10, 5.6255e+11, -9.75332e+10, -5.6255e+11
134, 9.74827e+10, 5.59095e+11, -9.74827e+10, -5.59095e+11
135, 9.74302e+10, 5.55559e+11, -9.74302e+10, -5.55559e+11
136, 9.73771e+10, 5.52039e+11, -9.73771e+10, -5.52039e+11
137, 9.73234e+10, 5.48536e+11, -9.73234e+10, -5.48536e+11
138, 9.72692e+10, 5.45049e+11, -9.72692e+10, -5.45049e+11
139, 9.72144e+10, 5.41579e+11, -9.72144e+10, -5.41579e+11
140, 9.71575e+10, 5.38029e+11, -9.71575e+10, -5.38029e+11
141, 9.71e+10, 5.34497e+11, -9.71e+10, -5.34497e+11
142, 9.70418e+10, 5.30982e+11, -9.70418e+10, -5.30982e+11
143, 9.69831e+10, 5.27484e+11, -9.69831e+10, -5.27484e+11
144, 9.69221e+10, 5.23909e+11, -9.69221e+10, -5.23909e+11
145, 9.68605e+10, 5.20352e+11, -9.68605e+10, -5.20352e+11
146, 9.67982e+10, 5.16812e+11, -9.67982e+10, -5.16812e+11
147, 9.67353e+10, 5.13291e+11, -9.67353e+10, -5.13291e+11
148, 9.66701e+10, 5.09695e+11, -9.66701e+10, -5.09695e+11
149, 9.66042e+10, 5.06117e+11, -9.66042e+10, -5.06117e+11
150, 9.65376e+10, 5.02558e+11, -9.65376e+10, -5.02558e+11
151, 9.64702e+10, 4.99018e+11, -9.64702e+10, -4.99018e+11
152, 9.64005e+10, 4.95405e+11, -9.64005e+10, -4.95405e+11
153, 9.633e+10, 4.91811e+11, -9.633e+10, -4.91811e+11
154, 9.62588e+10, 4.88237e+11, -9.62588e+10, -4.88237e+11
155, 9.61851e+10, 4.84592e+11, -9.61851e+10, -4.84592e+11
156, 9.61105e+10, 4.80968e+11, -9.61105e+10, -4.80968e+11
157, 9.60353e+10, 4.77363e+11, -9.60353e+10, -4.77363e+11
158, 9.59592e+10, 4.73777e+11, -9.59592e+10, -4.73777e+11
159, 9.58804e+10, 4.70124e+11, -9.58804e+10, -4.70124e+11
160, 9.58009e+10, 4.66492e+11, -9.58009e+10, -4.66492e+11
161, 9.57205e+10, 4.6288e+11, -9.57205e+10, -4.6288e+11
162, 9.56374e+10, 4.59202e+11, -9.56374e+10, -4.59202e+11
163, 9.55534e+10, 4.55546e+11, -9.55534e+10, -4.55546e+11
164, 9.54685e+10, 4.5191e+11, -9.54685e+10, -4.5191e+11
165, 9.53808e+10, 4.48212e+11, -9.53808e+10, -4.48212e+11
166, 9.52921e+10, 4.44534e+11, -9.52921e+10, -4.44534e+11
167, 9.52025e+10, 4.40879e+11, -9.52025e+10, -4.40879e+11
168, 9.511e+10, 4.37162e+11, -9.511e+10, -4.37162e+11
169, 9.50165e+10, 4.33468e+11, -9.50165e+10, -4.33468e+11
170, 9.4922e+10, 4.29796e+11, -9.4922e+10, -4.29796e+11
171, 9.48244e+10, 4.26065e+11, -9.48244e+10, -4.26065e+11
172, 9.47258e+10, 4.22356e+11, -9.47258e+10, -4.22356e+11
173, 9.46239e+10, 4.18591e+11, -9.46239e+10, -4.18591e+11
174, 9.45211e+10, 4.14849e+11, -9.45211e+10, -4.14849e+11
175, 9.44171e+10, 4.11131e+11, -9.44171e+10, -4.11131e+11
176, 9.43098e+10, 4.07358e+11, -9.43098e+10, -4.07358e+11
177, 9.42014e+10, 4.03608e+11, -9.42014e+10, -4.03608e+11
178, 9.40896e+10, 3.99806e+11, -9.40896e+10, -3.99806e+11
179, 9.39766e+10, 3.96029e+11, -9.39766e+10, -3.96029e+11
180, 9.38601e+10, 3.92199e+11, -9.38601e+10, -3.92199e+11
181, 9.37423e+10, 3.88396e+11, -9.37423e+10, -3.88396e+11
182, 9.36233e+10, 3.84618e+11, -9.36233e+10, -3.84618e+11
183, 9.35006e+10, 3.80791e+11, -9.35006e+10, -3.80791e+11
184, 9.33766e+10, 3.7699e+11, -9.33766e+10, -3.7699e+11
185, 9.32488e+10, 3.73141e+11, -9.32488e+10, -3.73141e+11
186, 9.31196e+10, 3.69319e+11, -9.31196e+10, -3.69319e+11
187, 9.29866e+10, 3.65451e+11, -9.29866e+10, -3.65451e+11
188, 9.28521e+10, 3.61611e+11, -9.28521e+10, -3.61611e+11
189, 9.27136e+10, 3.57727e+11, -9.27136e+10, -3.57727e+11
190, 9.2571e+10, 3.53799e+11, -9.2571e+10, -3.53799e+11
191, 9.24268e+10, 3.49901e+11, -9.24268e+10, -3.49901e+11
192, 9.22784e+10, 3.45962e+11, -9.22784e+10, -3.45962e+11
193, 9.21284e+10, 3.42053e+11, -9.21284e+10, -3.42053e+11
194, 9.1974e+10, 3.38104e+11, -9.1974e+10, -3.38104e+11
195, 9.18151e+10, 3.34117e+11, -9.18151e+10, -3.34117e+11
196, 9.16544e+10, 3.30162e+11, -9.16544e+10, -3.30162e+11
197, 9.14892e+10, 3.26171e+11, -9.14892e+10, -3.26171e+11
198, 9.13221e+10, 3.22211e+11, -9.13221e+10, -3.22211e+11
199, 9.11502e+10, 3.18217e+11, -9.11502e+10, -3.18217e+11
200, 9.09735e+10, 3.1419e+11, -9.09735e+10, -3.1419e+11
201, 9.07918e+10, 3.10132e+11, -9.07918e+10, -3.10132e+11
202, 9.0608e+10, 3.06107e+11, -9.0608e+10, -3.06107e+11
203, 9.04191e+10, 3.02053e+11, -9.04191e+10, -3.02053e+11
204, 9.02249e+10, 2.97971e+11, -9.02249e+10, -2.97971e+11
205, 9.00254e+10, 2.93861e+11, -9.00254e+10, -2.93861e+11
206, 8.98204e+10, 2.89725e+11, -8.98204e+10, -2.89725e+11
207, 8.9613e+10, 2.85627e+11, -8.9613e+10, -2.85627e+11
208, 8.93999e+10, 2.81506e+11, -8.93999e+10, -2.81506e+11
209, 8.9181e+10, 2.77361e+11, -8.9181e+10, -2.77361e+11
210, 8.89562e+10, 2.73196e+11, -8.89562e+10, -2.73196e+11
211, 8.87254e+10, 2.6901e+11, -8.87254e+10, -2.6901e+11
212, 8.84883e+10, 2.64807e+11, -8.84883e+10, -2.64807e+11
213, 8.8245e+10, 2.60586e+11, -8.8245e+10, -2.60586e+11
214, 8.79951e+10, 2.5635e+11, -8.79951e+10, -2.5635e+11
215, 8.77386e+10, 2.521e+11, -8.77386e+10, -2.521e+11
216, 8.74753e+10, 2.47838e+11, -8.74753e+10, -2.47838e+11
217, 8.72015e+10, 2.43508e+11, -8.72015e+10, -2.43508e+11
218, 8.69205e+10, 2.39169e+11, -8.69205e+10, -2.39169e+11
219, 8.66321e+10, 2.34824e+11, -8.66321e+10, -2.34824e+11
220, 8.63325e+10, 2.30418e+11, -8.63325e+10, -2.30418e+11
221, 8.6025e+10, 2.2601e+11, -8.6025e+10, -2.2601e+11
222, 8.57096e+10, 2.21599e+11, -8.57096e+10, -2.21599e+11
